sheet	cell	tc_id	item	before	after
Test Case Specification 測試用例規範	Z166	NR1L-ComfortHMI-282	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	L167	NR1L-ComfortHMI-283	M7	"1. Turn SYNC on
2. Change the driver temperature"	"1. Turn ""SYNC"" on
2. Change the driver temperature"
Test Case Specification 測試用例規範	M167	NR1L-ComfortHMI-283	M7	"1. The SYNC button is highlighted
2. The passenger temperature follows the driver temperature"	"1. The ""SYNC"" button is highlighted
2. The passenger temperature follows the driver temperature"
Test Case Specification 測試用例規範	N167	NR1L-ComfortHMI-283	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.4、2.11、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.4
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.11
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T167	NR1L-ComfortHMI-283	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U167	NR1L-ComfortHMI-283	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V167	NR1L-ComfortHMI-283	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W167	NR1L-ComfortHMI-283	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X167	NR1L-ComfortHMI-283	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y167	NR1L-ComfortHMI-283	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z167	NR1L-ComfortHMI-283	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	I168	NR1L-ComfortHMI-403	M7	"If SYNC is ON, adjusting driver temperature affects passenger temperatures, adjusting passenger temperatures would break SYNC and turn it off.

(change the passenger temperature -> SYNC is turned off and the SYNC button is no longer highlighted)"	"If SYNC is ON, adjusting driver temperature affects passenger temperatures, adjusting passenger temperatures would break SYNC and turn it off.

(change the passenger temperature -> SYNC is turned off and the ""SYNC"" button is no longer highlighted)"
Test Case Specification 測試用例規範	L168	NR1L-ComfortHMI-403	M7	"1. Turn SYNC on
2. Change the passenger temperature"	"1. Turn ""SYNC"" on
2. Change the passenger temperature"
Test Case Specification 測試用例規範	M168	NR1L-ComfortHMI-403	M7	"1. The SYNC button is highlighted
2. SYNC is turned off and the SYNC button is no longer highlighted"	"1. The ""SYNC"" button is highlighted
2. SYNC is turned off and the ""SYNC"" button is no longer highlighted"
Test Case Specification 測試用例規範	N168	NR1L-ComfortHMI-403	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.4、2.11、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.4
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.11
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T168	NR1L-ComfortHMI-403	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U168	NR1L-ComfortHMI-403	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V168	NR1L-ComfortHMI-403	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W168	NR1L-ComfortHMI-403	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X168	NR1L-ComfortHMI-403	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y168	NR1L-ComfortHMI-403	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z168	NR1L-ComfortHMI-403	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N169	NR1L-ComfortHMI-284	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.5、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.5
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T169	NR1L-ComfortHMI-284	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U169	NR1L-ComfortHMI-284	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V169	NR1L-ComfortHMI-284	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W169	NR1L-ComfortHMI-284	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X169	NR1L-ComfortHMI-284	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y169	NR1L-ComfortHMI-284	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z169	NR1L-ComfortHMI-284	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	I170	NR1L-ComfortHMI-404	M7	"CR5.) Fan ranges: Off, 1-7, 15h (denoting to show AUTO instead).

(read the rear fan speed indicator -> The rear fan speed indicator shows AUTO)"	"CR5.) Fan ranges: Off, 1-7, 15h (denoting to show AUTO instead).

(read the rear fan speed indicator -> The rear fan speed indicator shows ""AUTO"")"
Test Case Specification 測試用例規範	L170	NR1L-ComfortHMI-404	M7	"1. Turn rear AUTO on
2. Read the rear fan speed indicator"	"1. Turn rear ""AUTO"" on
2. Read the rear fan speed indicator"
Test Case Specification 測試用例規範	M170	NR1L-ComfortHMI-404	M7	"1. The rear AUTO button is highlighted
2. The rear fan speed indicator shows AUTO"	"1. The rear ""AUTO"" button is highlighted
2. The rear fan speed indicator shows ""AUTO"""
Test Case Specification 測試用例規範	N170	NR1L-ComfortHMI-404	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.5、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.5
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T170	NR1L-ComfortHMI-404	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U170	NR1L-ComfortHMI-404	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V170	NR1L-ComfortHMI-404	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W170	NR1L-ComfortHMI-404	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X170	NR1L-ComfortHMI-404	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y170	NR1L-ComfortHMI-404	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z170	NR1L-ComfortHMI-404	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N171	NR1L-ComfortHMI-285	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.5、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.5
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T171	NR1L-ComfortHMI-285	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U171	NR1L-ComfortHMI-285	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V171	NR1L-ComfortHMI-285	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W171	NR1L-ComfortHMI-285	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X171	NR1L-ComfortHMI-285	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y171	NR1L-ComfortHMI-285	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z171	NR1L-ComfortHMI-285	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N172	NR1L-ComfortHMI-286	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.5、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.5
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T172	NR1L-ComfortHMI-286	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U172	NR1L-ComfortHMI-286	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V172	NR1L-ComfortHMI-286	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W172	NR1L-ComfortHMI-286	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X172	NR1L-ComfortHMI-286	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y172	NR1L-ComfortHMI-286	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z172	NR1L-ComfortHMI-286	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N173	NR1L-ComfortHMI-287	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.5、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.5
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T173	NR1L-ComfortHMI-287	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U173	NR1L-ComfortHMI-287	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V173	NR1L-ComfortHMI-287	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W173	NR1L-ComfortHMI-287	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X173	NR1L-ComfortHMI-287	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y173	NR1L-ComfortHMI-287	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z173	NR1L-ComfortHMI-287	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N174	NR1L-ComfortHMI-288	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.6、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T174	NR1L-ComfortHMI-288	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U174	NR1L-ComfortHMI-288	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V174	NR1L-ComfortHMI-288	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W174	NR1L-ComfortHMI-288	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X174	NR1L-ComfortHMI-288	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y174	NR1L-ComfortHMI-288	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z174	NR1L-ComfortHMI-288	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N175	NR1L-ComfortHMI-289	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.6、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T175	NR1L-ComfortHMI-289	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U175	NR1L-ComfortHMI-289	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V175	NR1L-ComfortHMI-289	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W175	NR1L-ComfortHMI-289	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X175	NR1L-ComfortHMI-289	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y175	NR1L-ComfortHMI-289	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z175	NR1L-ComfortHMI-289	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N176	NR1L-ComfortHMI-290	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.6、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T176	NR1L-ComfortHMI-290	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U176	NR1L-ComfortHMI-290	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V176	NR1L-ComfortHMI-290	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W176	NR1L-ComfortHMI-290	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X176	NR1L-ComfortHMI-290	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y176	NR1L-ComfortHMI-290	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z176	NR1L-ComfortHMI-290	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N177	NR1L-ComfortHMI-291	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.6、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T177	NR1L-ComfortHMI-291	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U177	NR1L-ComfortHMI-291	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V177	NR1L-ComfortHMI-291	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W177	NR1L-ComfortHMI-291	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X177	NR1L-ComfortHMI-291	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y177	NR1L-ComfortHMI-291	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z177	NR1L-ComfortHMI-291	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N178	NR1L-ComfortHMI-292	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.6、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T178	NR1L-ComfortHMI-292	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U178	NR1L-ComfortHMI-292	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V178	NR1L-ComfortHMI-292	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W178	NR1L-ComfortHMI-292	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X178	NR1L-ComfortHMI-292	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y178	NR1L-ComfortHMI-292	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z178	NR1L-ComfortHMI-292	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	L179	NR1L-ComfortHMI-293	M7	"1. Turn SYNC on
2. Change the driver temperature
3. Read the rear temperature"	"1. Turn ""SYNC"" on
2. Change the driver temperature
3. Read the rear temperature"
Test Case Specification 測試用例規範	M179	NR1L-ComfortHMI-293	M7	"1. The SYNC button is highlighted
2. The driver temperature changes
3. The rear temperature follows the driver temperature"	"1. The ""SYNC"" button is highlighted
2. The driver temperature changes
3. The rear temperature follows the driver temperature"
Test Case Specification 測試用例規範	N179	NR1L-ComfortHMI-293	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.7、2.11、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.7
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.11
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T179	NR1L-ComfortHMI-293	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U179	NR1L-ComfortHMI-293	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V179	NR1L-ComfortHMI-293	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W179	NR1L-ComfortHMI-293	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X179	NR1L-ComfortHMI-293	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y179	NR1L-ComfortHMI-293	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z179	NR1L-ComfortHMI-293	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	I180	NR1L-ComfortHMI-294	M7	"Adjusting the front or rear passenger temperature, mode, and fan speed via touchscreen or hard control would break SYNC.

(read the SYNC button -> SYNC is off and the SYNC button is no longer highlighted)"	"Adjusting the front or rear passenger temperature, mode, and fan speed via touchscreen or hard control would break SYNC.

(read the ""SYNC"" button -> SYNC is off and the ""SYNC"" button is no longer highlighted)"
Test Case Specification 測試用例規範	L180	NR1L-ComfortHMI-294	M7	"1. Turn SYNC on
2. Change the rear passenger temperature using the rear climate controls
3. Read the SYNC button"	"1. Turn ""SYNC"" on
2. Change the rear passenger temperature using the rear climate controls
3. Read the ""SYNC"" button"
